You will be playing a game for 30 rounds.
Each round contains 10 trials.
In each trial, you have to select one option that will generate a reward between 0 and 50 points.
You can choose between options 1, 2, 3, 4, 5, 6, 7 and 8 by pressing the corresponding key.
After each round the options reset and each option can produce different rewards in the following round.
Your goal is to maximize your reward.
You press <<1>> and get 45.9826492356 points.
You press <<1>> and get 45.6985606107 points.
You press <<1>> and get 45.9690700367 points.
You press <<1>> and get 46.1603815228 points.
You press <<1>> and get 45.479348759 points.
You press <<1>> and get 45.9652421431 points.
You press <<1>> and get 45.2297170424 points.
You press <<1>> and get 45.3838078665 points.
You press <<1>> and get 45.7379567928 points.
You press <<1>> and get 45.5780157678 points.

You are playing round 19:
You press <<8>> and get 42.4148189951 points.
You press <<8>> and get 42.6107289307 points.
You press <<8>> and get 42.6771685567 points.
You press <<8>> and get 42.4402117642 points.
You press <<8>> and get 42.963384679 points.
You press <<8>> and get 42.3113713381 points.
You press <<8>> and get 42.7999564096 points.
You press <<8>> and get 42.8113649408 points.
You press <<8>> and get 42.9567401347 points.
You press <<8>> and get 42.8060180463 points.

You are playing round 20:
You press <<1>> and get 45.5326354231 points.
You press <<1>> and get 45.1312116443 points.
You press <<1>> and get 45.3038633702 points.
You press <<1>> and get 44.864902623 points.
You press <<1>> and get 45.241977429 points.
You press <<1>> and get 45.0810398467 points.
You press <<1>> and get 45.2609341364 points.
You press <<1>> and get 45.5128325533 points.
You press <<1>> and get 45.1495001658 points.
You press <<1>> and get 44.9207287087 points.

You are playing round 21:
You press <<1>> and get 12.4044573507 points.
You press <<4>> and get 33.9630736646 points.
You press <<5>> and get 39.89979447 points.
You press <<5>> and get 39.7711668413 points.
You press <<5>> and get 39.8088348783 points.
You press <<5>> and get 40.181680661 points.
You press <<5>> and get 39.535903323 points.
You press <<5>> and get 39.9612449127 points.
You press <<5>> and get 40.1694711984 points.
You press <<5>> and get 39.8387382663 points.

You are playing round 22:
You press <<8>> and get 43.1744309441 points.
You press <<8>> and get 42.5683409279 points.
You press <<8>> and get 42.8807921748 points.
You press <<8>> and get 42.7976163596 points.
You press <<8>> and get 42.8078759758 points.
You press <<8>> and get 42.6734498632 points.
You press <<8>> and get 42.507227608 points.
You press <<8>> and get 41.9081146921 points.
You press <<8>> and get 42.6703274545 points.
You press <<8>> and get 42.8941171351 points.

You are playing round 23:
You press <<8>> and get 40.9157177985 points.
You press <<8>> and get 41.1846724414 points.
You press <<8>> and get 40.9518401549 points.
You press <<8>> and get 41.6227989606 points.
You press <<8>> and get 40.7798294327 points.
You press <<8>> and get 40.9910876591 points.
You press <<8>> and get 41.2081135309 points.
You press <<8>> and get 40.9038490638 points.
You press <<8>> and get 41.1007628125 points.
You press <<8>> and get 41.4183607586 points.

You are playing round 24:
You press <<1>> and get 5.8654083771 points.
You press <<7>> and get 36.5771095811 points.
You press <<8>> and get 41.5048132457 points.
You press <<8>> and get 41.3790604226 points.
You press <<8>> and get 41.92125617 points.
You press <<8>> and get 41.2985485481 points.
You press <<8>> and get 41.3645795178 points.
You press <<8>> and get 41.6529088457 points.
You press <<8>> and get 41.2324228885 points.
You press <<8>> and get 41.6125321435 points.

You are playing round 25:
You press <<8>> and get 2.3028039596 points.
You press <<1>> and get 40.0364554736 points.
You press <<1>> and get 39.6126810822 points.
You press <<1>> and get 39.9846773684 points.
You press <<1>> and get 40.0252036893 points.
You press <<1>> and get 39.1106963635 points.
You press <<1>> and get 39.9815659197 points.
You press <<1>> and get 39.7324800291 points.
You press <<1>> and get 40.2729606763 points.
You press <<1>> and get 40.7134123686 points.

You are playing round 26:
You press <<1>> and get 2.5111466233 points.
You press <<8>> and get 41.563721983 points.
You press <<8>> and get 42.2210465305 points.
You press <<8>> and get 41.8948779466 points.
You press <<8>> and get 41.8269210523 points.
You press <<8>> and get 42.0929232228 points.
You press <<8>> and get 42.1059227776 points.
You press <<8>> and get 41.8729771002 points.
You press <<8>> and get 41.7340691566 points.
You press <<8>> and get 41.6808928382 points.

You are playing round 27:
You press <<8>> and get 2.2506996187 points.
You press <<1>> and get 45.57693952 points.
You press <<1>> and get 45.5319374395 points.
You press <<1>> and get 45.8658450471 points.
You press <<1>> and get 45.6133551246 points.
You press <<1>> and get 46.2622735024 points.
You press <<1>> and get 45.680588741 points.
You press <<1>> and get 45.1728447186 points.
You press <<1>> and get 46.812851004 points.
You press <<1>> and get 45.9297637076 points.

You are playing round 28:
You press <<8>> and get 7.5644833876 points.
You press <<1>> and get 46.7505649367 points.
You press <<1>> and get 46.0724274587 points.
You press <<1>> and get 46.4282434587 points.
You press <<1>> and get 46.2421272966 points.
You press <<1>> and get 46.6446703826 points.
You press <<1>> and get 46.6703153829 points.
You press <<1>> and get 46.9243980151 points.
You press <<1>> and get 46.5529799637 points.
You press <<1>> and get 46.0587761515 points.

You are playing round 29:
You press <<1>> and get 7.6991101273 points.
You press <<8>> and get 39.9500197101 points.
You press <<8>> and get 40.2509054885 points.
You press <<8>> and get 40.427177278 points.
You press <<8>> and get 40.232179115 points.
You press <<8>> and get 40.1290931653 points.
You press <<8>> and get 39.8904423822 points.
You press <<8>> and get 40.3467093056 points.
You press <<8>> and get 40.1645938728 points.
You press <<8>> and get 40.4872767215 points.

You are playing round 30:
You press <<8>> and get 9.7061859847 points.
You press <<1>> and get 42.0236968823 points.
You press <<1>> and get 42.848221568 points.
You press <<1>> and get 42.4880498118 points.
You press <<1>> and get 42.9684302104 points.
You press <<1>> and get 42.712318684 points.
You press <<1>> and get 42.6781774222 points.
You press <<1>> and get 42.5283012602 points.
You press <<1>> and get 42.618860284 points.
You press <<1>> and get 43.2272611507 points.
