You will be playing a game for 30 rounds.
Each round contains 10 trials.
In each trial, you have to select one option that will generate a reward between 0 and 50 points.
You can choose between options 1, 2, 3, 4, 5, 6, 7 and 8 by pressing the corresponding key.
After each round the options reset and each option can produce different rewards in the following round.
Your goal is to maximize your reward.
You are playing round 18:
You press <<2>> and get 38.443543574 points.
You press <<2>> and get 37.721874249 points.
You press <<2>> and get 37.6211400301 points.
You press <<2>> and get 38.1315814278 points.
You press <<2>> and get 37.6711226292 points.
You press <<2>> and get 37.4038671316 points.
You press <<2>> and get 37.8817945733 points.
You press <<2>> and get 38.2163948232 points.
You press <<2>> and get 37.487643891 points.
You press <<2>> and get 38.0523121888 points.

You are playing round 19:
You press <<5>> and get 27.3978426575 points.
You press <<6>> and get 34.0167935412 points.
You press <<7>> and get 39.1229711913 points.
You press <<8>> and get 45.053956294 points.
You press <<8>> and get 43.9134860353 points.
You press <<8>> and get 44.4682015344 points.
You press <<8>> and get 44.6972168651 points.
You press <<8>> and get 44.6277678409 points.
You press <<8>> and get 44.9023292389 points.
You press <<8>> and get 44.4608936414 points.

You are playing round 20:
You press <<4>> and get 43.0114625543 points.
You press <<4>> and get 43.2041939443 points.
You press <<4>> and get 43.5748121903 points.
You press <<4>> and get 43.6421036384 points.
You press <<4>> and get 44.0558500958 points.
You press <<4>> and get 43.8432819907 points.
You press <<4>> and get 44.0933797706 points.
You press <<4>> and get 43.2684319202 points.
You press <<4>> and get 43.9754268234 points.
You press <<4>> and get 43.5196449526 points.

You are playing round 21:
You press <<4>> and get 29.9733535399 points.
You press <<4>> and get 29.1540164688 points.
You press <<4>> and get 29.6819218571 points.
You press <<4>> and get 29.1820330601 points.
You press <<4>> and get 28.8497463885 points.
You press <<4>> and get 29.0458677207 points.
You press <<4>> and get 29.5114252478 points.
You press <<4>> and get 29.1958221547 points.
You press <<4>> and get 29.1291317449 points.
You press <<4>> and get 29.3605694915 points.

You are playing round 22:
You press <<4>> and get 26.7515728226 points.
You press <<3>> and get 32.1481573128 points.
You press <<3>> and get 31.4849554506 points.
You press <<3>> and get 32.116994344 points.
You press <<3>> and get 31.1472595213 points.
You press <<3>> and get 31.972866409 points.
You press <<3>> and get 31.512130575 points.
You press <<3>> and get 31.5730768912 points.
You press <<3>> and get 31.9046374923 points.
You press <<3>> and get 31.6920476656 points.

You are playing round 23:
You press <<3>> and get 7.4886896825 points.
You press <<4>> and get 12.8658886282 points.
You press <<5>> and get 18.5631506874 points.
You press <<6>> and get 46.5949983549 points.
You press <<7>> and get 29.553924464 points.
You press <<6>> and get 46.7701815418 points.
You press <<6>> and get 46.4492193094 points.
You press <<6>> and get 46.256547524 points.
You press <<6>> and get 46.059116917 points.
You press <<6>> and get 46.1247850859 points.

You are playing round 24:
You press <<6>> and get 13.8580763953 points.
You press <<7>> and get 8.8957118826 points.
You press <<8>> and get 2.1634392752 points.
You press <<5>> and get 20.0760601837 points.
You press <<5>> and get 20.32146981 points.
You press <<5>> and get 20.3885008144 points.
You press <<5>> and get 20.341420811 points.
You press <<5>> and get 20.052973207 points.
You press <<5>> and get 20.2005923538 points.
You press <<5>> and get 20.2768804625 points.

You are playing round 25:
You press <<5>> and get 35.8700969732 points.
You press <<4>> and get 14.6750577556 points.
You press <<3>> and get 40.8248446426 points.
You press <<3>> and get 40.3327377327 points.
You press <<3>> and get 40.2351726738 points.
You press <<3>> and get 40.6106134989 points.
You press <<3>> and get 40.7275713321 points.
You press <<3>> and get 41.047192747 points.
You press <<3>> and get 41.0025985646 points.
You press <<3>> and get 40.7629857554 points.

You are playing round 26:
You press <<3>> and get 14.3625669685 points.
You press <<2>> and get 9.2033738621 points.
You press <<8>> and get 42.5403633294 points.
You press <<7>> and get 36.7635346913 points.
You press <<8>> and get 42.1961541325 points.
You press <<8>> and get 41.9567712887 points.
You press <<8>> and get 41.7770441463 points.
You press <<8>> and get 41.8216262942 points.
You press <<8>> and get 41.8912534732 points.
You press <<8>> and get 42.2008458777 points.

You are playing round 27:
You press <<8>> and get 9.1086715493 points.
You press <<5>> and get 25.882313306 points.
You press <<4>> and get 30.2081150373 points.
You press <<3>> and get 36.0156608956 points.
You press <<2>> and get 41.4655186971 points.
You press <<1>> and get 47.4188690471 points.
You press <<1>> and get 46.3252545392 points.
You press <<1>> and get 47.0221225458 points.
You press <<1>> and get 46.7856077948 points.
You press <<1>> and get 46.6272241733 points.

You are playing round 28:
You press <<1>> and get 3.1759813772 points.
You press <<8>> and get 42.1748907311 points.
You press <<8>> and get 42.7385487932 points.
You press <<8>> and get 42.2470345087 points.
You press <<8>> and get 42.0709398063 points.
You press <<8>> and get 42.3291468561 points.
You press <<8>> and get 41.9161814771 points.
You press <<8>> and get 42.5278954713 points.
You press <<8>> and get 42.1379601252 points.
You press <<8>> and get 42.0315503214 points.

You are playing round 29:
You press <<8>> and get 19.2437283111 points.
You press <<1>> and get 30.2924635204 points.
You press <<4>> and get 13.1374816877 points.
You press <<5>> and get 2.3033016166 points.
You press <<2>> and get 8.1326012937 points.
You press <<7>> and get 24.4311243688 points.
You press <<6>> and get 35.6797217295 points.
You press <<3>> and get 41.4467978656 points.
You press <<3>> and get 41.1197199114 points.
You press <<3>> and get 40.7498741682 points.

You are playing round 30:
You press <<4>> and get 29.2397762622 points.
You press <<5>> and get 23.6288738169 points.
You press <<8>> and get 7.8804720996 points.
You press <<1>> and get 44.9803302822 points.
You press <<2>> and get 39.2564193916 points.
You press <<1>> and get 44.9724483305 points.
You press <<1>> and get 44.6960589896 points.
You press <<1>> and get 44.9816942653 points.
You press <<1>> and get 44.5642325331 points.
You press <<1>> and get 45.2368063896 points.
