You will be playing a game for 30 rounds.
Each round contains 10 trials.
In each trial, you have to select one option that will generate a reward between 0 and 50 points.
You can choose between options 1, 2, 3, 4, 5, 6, 7 and 8 by pressing the corresponding key.
After each round the options reset and each option can produce different rewards in the following round.
Your goal is to maximize your reward.
You are playing round 18:
You press <<8>> and get 2.170171024 points.
You press <<1>> and get 44.5613716897 points.
You press <<1>> and get 44.3235455892 points.
You press <<1>> and get 44.4922712575 points.
You press <<1>> and get 44.0979508997 points.
You press <<1>> and get 44.2917576532 points.
You press <<1>> and get 44.8588737282 points.
You press <<1>> and get 44.793985093 points.
You press <<1>> and get 44.8514110368 points.
You press <<1>> and get 44.1035696195 points.

You are playing round 19:
You press <<1>> and get 9.9770548087 points.
You press <<8>> and get 46.9678068311 points.
You press <<8>> and get 46.7902020921 points.
You press <<8>> and get 46.6674534805 points.
You press <<8>> and get 46.3944081935 points.
You press <<8>> and get 46.3482902149 points.
You press <<8>> and get 46.6903593049 points.
You press <<8>> and get 46.9455058768 points.
You press <<8>> and get 46.1795538112 points.
You press <<8>> and get 46.4570219316 points.

You are playing round 20:
You press <<8>> and get 47.8284865113 points.
You press <<8>> and get 47.9159582987 points.
You press <<8>> and get 47.7612594475 points.
You press <<8>> and get 48.3967064683 points.
You press <<8>> and get 48.2014956348 points.
You press <<8>> and get 48.0527168378 points.
You press <<8>> and get 48.0957915248 points.
You press <<8>> and get 48.0917578209 points.
You press <<8>> and get 47.9923095873 points.
You press <<8>> and get 48.1308709338 points.

You are playing round 21:
You press <<1>> and get 46.566837251 points.
You press <<1>> and get 46.4185669543 points.
You press <<1>> and get 46.6683509519 points.
You press <<1>> and get 46.7230529451 points.
You press <<1>> and get 46.7409418348 points.
You press <<1>> and get 46.1104131077 points.
You press <<1>> and get 46.7335156198 points.
You press <<1>> and get 46.6503412967 points.
You press <<1>> and get 46.1663508419 points.
You press <<1>> and get 46.3245960478 points.

You are playing round 22:
You press <<1>> and get 10.7860925298 points.
You press <<8>> and get 6.5754871199 points.
You press <<2>> and get 25.7584755899 points.
You press <<7>> and get 30.6832251874 points.
You press <<3>> and get 21.3716928277 points.
You press <<6>> and get 35.7875425403 points.
You press <<5>> and get 16.0301996764 points.
You press <<4>> and get 40.5815102166 points.
You press <<4>> and get 40.7572651883 points.
You press <<4>> and get 40.3383157711 points.

You are playing round 23:
You press <<8>> and get 25.3569874122 points.
You press <<4>> and get 46.8735585843 points.
You press <<4>> and get 46.9496491741 points.
You press <<4>> and get 47.6846902785 points.
You press <<4>> and get 47.0914473466 points.
You press <<4>> and get 47.4502550352 points.
You press <<4>> and get 46.6230708418 points.
You press <<4>> and get 47.1403445433 points.
You press <<4>> and get 46.8059562845 points.
You press <<4>> and get 47.5723123987 points.

You are playing round 24:
You press <<4>> and get 9.875185883 points.
You press <<1>> and get 44.2521698928 points.
You press <<1>> and get 44.4624295614 points.
You press <<1>> and get 43.8528591154 points.
You press <<1>> and get 45.0172618501 points.
You press <<1>> and get 43.889656162 points.
You press <<1>> and get 44.3579854959 points.
You press <<1>> and get 44.4915821367 points.
You press <<1>> and get 43.3473422914 points.
You press <<1>> and get 44.2266832747 points.

You are playing round 25:
You press <<8>> and get 43.5121273432 points.
You press <<8>> and get 42.8067489312 points.
You press <<8>> and get 42.9639836371 points.
You press <<8>> and get 42.5496344483 points.
You press <<8>> and get 42.5445275987 points.
You press <<8>> and get 42.8791084071 points.
You press <<8>> and get 42.8317917558 points.
You press <<8>> and get 42.6942725714 points.
You press <<8>> and get 42.3638762225 points.
You press <<8>> and get 43.2587149718 points.

You are playing round 26:
You press <<1>> and get 8.2213123868 points.
You press <<8>> and get 42.3409506173 points.
You press <<8>> and get 42.1809272938 points.
You press <<8>> and get 42.2868645823 points.
You press <<8>> and get 43.0163384672 points.
You press <<8>> and get 42.5274715832 points.
You press <<8>> and get 42.1572017702 points.
You press <<8>> and get 42.9534301943 points.
You press <<8>> and get 42.9134516392 points.
You press <<8>> and get 42.6347203746 points.

You are playing round 27:
You press <<1>> and get 3.3254988547 points.
You press <<8>> and get 46.1172124345 points.
You press <<8>> and get 47.0957815567 points.
You press <<8>> and get 46.7904428913 points.
You press <<8>> and get 46.2121530805 points.
You press <<8>> and get 47.0447750587 points.
You press <<8>> and get 47.0308746647 points.
You press <<8>> and get 46.6799835437 points.
You press <<8>> and get 46.5443558634 points.
You press <<8>> and get 46.7846189328 points.

You are playing round 28:
You press <<1>> and get 40.5586295749 points.
You press <<1>> and get 40.3591656013 points.
You press <<1>> and get 41.2223215805 points.
You press <<1>> and get 40.2749265451 points.
You press <<1>> and get 41.3408295262 points.
You press <<1>> and get 40.8429197502 points.
You press <<1>> and get 40.6071816555 points.
You press <<1>> and get 40.6603384375 points.
You press <<1>> and get 40.4801262527 points.
You press <<1>> and get 40.3246801861 points.

You are playing round 29:
You press <<8>> and get 46.3102805407 points.
You press <<8>> and get 45.9624049249 points.
You press <<8>> and get 45.9563058891 points.
You press <<8>> and get 46.2196797609 points.
You press <<8>> and get 46.4498151831 points.
You press <<8>> and get 46.8093458837 points.
You press <<8>> and get 46.6611281644 points.
You press <<8>> and get 46.1860266911 points.
You press <<8>> and get 46.1889999687 points.
You press <<8>> and get 46.0799706026 points.

You are playing round 30:
You press <<1>> and get 44.1395609605 points.
You press <<1>> and get 44.105258412 points.
You press <<1>> and get 44.1926819373 points.
You press <<1>> and get 43.5436809604 points.
You press <<1>> and get 43.6550355501 points.
You press <<1>> and get 44.2090781535 points.
You press <<1>> and get 44.1241864791 points.
You press <<1>> and get 43.8157893101 points.
You press <<1>> and get 44.1607497564 points.
You press <<1>> and get 43.4702653313 points.
