You will be playing a game for 30 rounds.
Each round contains 10 trials.
In each trial, you have to select one option that will generate a reward between 0 and 50 points.
You can choose between options 1, 2, 3, 4, 5, 6, 7 and 8 by pressing the corresponding key.
After each round the options reset and each option can produce different rewards in the following round.
Your goal is to maximize your reward.
You press <<6>> and get 27.670962414 points.
You press <<7>> and get 8.7911874792 points.
You press <<8>> and get 33.2457056132 points.
You press <<8>> and get 33.769496697 points.
You press <<8>> and get 33.0261987788 points.
You press <<8>> and get 33.3420448061 points.
You press <<8>> and get 33.2078537885 points.
You press <<8>> and get 33.3203335248 points.
You press <<8>> and get 33.2502507192 points.
You press <<8>> and get 33.9057877362 points.

You are playing round 19:
You press <<1>> and get 43.1145331171 points.
You press <<1>> and get 43.5429024292 points.
You press <<1>> and get 43.4405532029 points.
You press <<1>> and get 43.7043942239 points.
You press <<1>> and get 43.1166288126 points.
You press <<1>> and get 44.146225561 points.
You press <<1>> and get 43.5969472005 points.
You press <<1>> and get 43.9052474084 points.
You press <<1>> and get 44.1685245448 points.
You press <<1>> and get 44.3842750595 points.

You are playing round 20:
You press <<1>> and get 34.2930016519 points.
You press <<8>> and get 27.9653612288 points.
You press <<7>> and get 46.9350729508 points.
You press <<7>> and get 46.6413997682 points.
You press <<7>> and get 46.6590560267 points.
You press <<7>> and get 46.6781290048 points.
You press <<7>> and get 47.5951925493 points.
You press <<7>> and get 46.9959486048 points.
You press <<7>> and get 46.302819702 points.
You press <<7>> and get 46.9002419168 points.

You are playing round 21:
You press <<7>> and get 39.4545753349 points.
You press <<6>> and get 34.7098853417 points.
You press <<5>> and get 27.8229962592 points.
You press <<8>> and get 45.4445795966 points.
You press <<8>> and get 45.9326405506 points.
You press <<8>> and get 45.2248848092 points.
You press <<8>> and get 45.5348885863 points.
You press <<8>> and get 45.2987896975 points.
You press <<8>> and get 45.559189908 points.
You press <<8>> and get 45.4646219719 points.

You are playing round 22:
You press <<8>> and get 8.105347028 points.
You press <<7>> and get 12.5762257353 points.
You press <<6>> and get 17.4757849824 points.
You press <<5>> and get 22.8777934556 points.
You press <<4>> and get 27.5847192397 points.
You press <<3>> and get 31.9137764909 points.
You press <<3>> and get 32.0013103485 points.
You press <<3>> and get 31.4465164266 points.
You press <<3>> and get 31.6456325858 points.
You press <<3>> and get 32.2970617067 points.

You are playing round 23:
You press <<1>> and get 42.0556457819 points.
You press <<1>> and get 42.3362179301 points.
You press <<1>> and get 41.9597843731 points.
You press <<1>> and get 42.1482619933 points.
You press <<1>> and get 42.4291904704 points.
You press <<1>> and get 42.5039463673 points.
You press <<1>> and get 42.1953264766 points.
You press <<1>> and get 41.6960168348 points.
You press <<1>> and get 42.2235752827 points.
You press <<1>> and get 42.0506201219 points.

You are playing round 24:
You press <<1>> and get 5.203487349 points.
You press <<7>> and get 40.9118946278 points.
You press <<7>> and get 41.2783519632 points.
You press <<7>> and get 41.1419635096 points.
You press <<7>> and get 40.8517787988 points.
You press <<7>> and get 41.2198763158 points.
You press <<7>> and get 41.3534947147 points.
You press <<7>> and get 40.9667816983 points.
You press <<7>> and get 41.9294378414 points.
You press <<7>> and get 41.8129151481 points.

You are playing round 25:
You press <<7>> and get 35.4978234766 points.
You press <<6>> and get 29.8464072845 points.
You press <<5>> and get 24.5359183974 points.
You press <<7>> and get 35.0147671487 points.
You press <<8>> and get 40.8843122888 points.
You press <<8>> and get 40.5918233302 points.
You press <<8>> and get 41.2923266556 points.
You press <<8>> and get 41.1357803854 points.
You press <<8>> and get 41.5735687124 points.
You press <<8>> and get 41.0105910188 points.

You are playing round 26:
You press <<8>> and get 4.4139584983 points.
You press <<7>> and get 9.7348229999 points.
You press <<6>> and get 15.9458434253 points.
You press <<5>> and get 21.7417527174 points.
You press <<4>> and get 26.8954460366 points.
You press <<3>> and get 32.8463887865 points.
You press <<2>> and get 38.6602433393 points.
You press <<2>> and get 38.6236423324 points.
You press <<2>> and get 38.3848653967 points.
You press <<2>> and get 38.5383516495 points.

You are playing round 27:
You press <<1>> and get 8.4486015212 points.
You press <<7>> and get 40.3615474496 points.
You press <<7>> and get 40.8289301582 points.
You press <<7>> and get 40.6970067382 points.
You press <<7>> and get 40.19786371 points.
You press <<7>> and get 40.9567699651 points.
You press <<7>> and get 40.271291336 points.
You press <<7>> and get 40.2390858867 points.
You press <<7>> and get 40.2229674672 points.
You press <<7>> and get 40.4739840567 points.

You are playing round 28:
You press <<7>> and get 12.081296482 points.
You press <<8>> and get 7.8139914873 points.
You press <<6>> and get 18.3207121472 points.
You press <<5>> and get 22.2546708936 points.
You press <<4>> and get 27.0667792493 points.
You press <<4>> and get 27.277397817 points.
You press <<4>> and get 27.0502606175 points.
You press <<4>> and get 27.5506344627 points.
You press <<4>> and get 27.3160531684 points.
You press <<4>> and get 27.1416429336 points.

You are playing round 29:
You press <<1>> and get 44.34367471 points.
You press <<1>> and get 44.2876764336 points.
You press <<1>> and get 44.4774501828 points.
You press <<1>> and get 44.2534998732 points.
You press <<1>> and get 44.5538126798 points.
You press <<1>> and get 43.9666586628 points.
You press <<1>> and get 44.3200979794 points.
You press <<1>> and get 44.0884842552 points.
You press <<1>> and get 44.2919776728 points.
You press <<1>> and get 44.7399470651 points.

You are playing round 30:
You press <<1>> and get 6.2514321332 points.
You press <<7>> and get 38.8731172371 points.
You press <<7>> and get 39.16072275 points.
You press <<7>> and get 38.8779920563 points.
You press <<7>> and get 38.5952442552 points.
You press <<7>> and get 38.54812231 points.
You press <<7>> and get 38.5832860335 points.
You press <<7>> and get 38.7011294865 points.
You press <<7>> and get 38.6202879714 points.
You press <<7>> and get 39.3020399866 points.
